0.9970317,0.99999344,0.9889462,0.9940821,0.9986514,0.9999893,0.99986196,0.9999057,0.9992075,0.98438334,0.9999648,0.99081516,0.99547863,0.97271466,0.95591414,0.98744965,0.78649473,0.9967591,0.9985962,0.9825926,0.999866,0.99999577,0.999089,0.99995744,0.99815726,0.98318267,0.9973898,0.9951042,0.9977515,0.99947464,0.99636245,0.99018985,0.9946522,0.98495936,0.998582,0.991506,0.9894717,0.8760468,0.9982933,0.998196,0.99927,0.9968195,0.9993044,0.9929671,0.9878516,0.99983275,0.9998996,0.9981344,0.99938667,0.99995065,0.9995907,0.04023391,0.9713285,0.034775525,0.005968541,0.01971522,0.008528173,0.02132234,0.084006906,0.029446125,0.9219867,0.9966985,0.9958574,0.99991846
0.9988028,0.99998385,0.96780777,0.99226516,0.99999976,0.9944589,0.9998344,0.99904406,0.99525994,0.9893673,0.93852276,0.9258868,0.9966408,0.96341753,0.88216466,0.98693204,0.9841504,0.985078,0.9995563,0.995006,0.9948883,0.93194187,0.9975299,0.9884926,0.94215256,0.9939525,0.9923683,0.9940829,0.9990767,0.99204993,0.9897378,0.9899671,0.9846811,0.9895669,0.91331565,0.99843705,0.9999391,0.9948565,0.9997684,0.99956095,0.999943,0.9975872,0.983458,0.99999356,0.9949204,0.99958736,0.9996635,0.9999069,0.99840885,0.99900204,0.9996611,0.25931472,0.06653264,0.0012042522,0.047481984,0.9964622,0.96710765,0.17954493,0.005194485,0.04064685,0.0030241013,0.99999166,0.9881642,0.9974463
0.99870986,0.8307011,0.99979764,0.99894357,0.999075,0.99991345,0.9965741,0.99915683,0.9968027,0.9996054,0.99995744,0.8559826,0.34061038,0.9921798,0.99541783,0.999248,0.9879119,0.9980657,0.99999994,0.9984961,0.9994232,0.97841537,0.9992502,0.9693291,0.9734623,0.9993379,0.9528154,0.02316022,0.99957705,0.993822,0.99353856,0.9996685,0.9999906,0.98825437,0.99795055,0.9999898,0.9997493,0.9954418,0.9960845,0.9929084,0.9996257,0.9957321,0.9999234,0.99901193,0.999925,0.99961305,0.99962795,0.9999343,0.9999881,0.9999628,0.9921742,0.04213932,0.091350734,0.9530493,0.98775065,0.97766143,0.9917214,0.98865366,0.9829182,0.9743484,0.019329578,0.03889063,0.98313916,0.9999446
0.98968625,0.9983628,0.49959302,1.0,0.9974407,0.9989858,0.999835,0.99816227,0.24704188,0.003069222,0.012230724,0.0045169294,0.010525972,0.0072132647,6.482005e-05,0.0050554276,0.99215025,0.99953806,0.99844337,0.9999989,0.9995868,0.9990766,0.99586284,0.99882835,0.99722993,0.99157345,0.9989891,0.99952537,0.95683575,0.99932134,0.95955753,0.9902034,0.96144795,0.99982405,0.9979198,0.986325,0.99966395,0.99950397,0.99920344,0.996317,0.90440035,0.999685,0.9996735,0.9997152,0.99982464,0.97872376,0.99999714,0.9931216,0.9993426,0.9980222,0.0089199245,0.047607183,0.9576151,0.9844075,0.99753124,0.99877846,0.9839318,0.9999777,0.99879956,0.99936116,0.994382,0.0015577972,0.002370119,0.9999292
0.99756694,0.996668,0.9998199,0.99995416,0.9996163,0.9993236,0.6409819,0.00020778179,0.0005811155,0.0042621493,0.43467507,0.99713266,0.99901664,0.92409444,0.47851083,0.0002116561,0.0028049648,0.029168844,0.99613684,0.999931,0.99666035,0.9729748,0.99230516,0.9990275,0.99850166,0.98341143,0.99988335,0.9994855,0.99935186,0.9968091,0.93688154,0.9996366,0.91277933,0.9945271,0.9992067,0.99993527,0.9973686,0.7420331,0.99602973,0.9893499,0.9785845,0.99217266,0.9885359,0.9557966,0.99901336,0.9863282,0.93201965,0.9873982,0.9996317,0.4910733,0.0066476464,0.07490441,0.9650203,0.9963802,0.9947735,0.9991207,0.99582976,0.9973056,0.9970817,0.98389345,0.9852518,0.10010272,0.13418436,0.9942168
0.8994448,0.97428656,0.99965715,0.9967743,0.9992315,0.077207655,0.024706244,0.012795806,0.99776924,0.9997506,0.9994956,0.9953757,0.96744174,0.99184275,0.99381804,0.9996046,7.2419643e-06,0.0020093024,0.99767315,0.9958373,0.99996614,0.9597553,0.94651335,0.99068224,0.9401515,0.9988733,0.99350375,0.9111641,0.99627465,0.99891365,0.99691474,0.99555695,0.99991626,0.9957684,0.99952364,0.99747765,0.9996321,0.99828863,0.999943,0.99710333,0.99995697,0.94092727,0.99942183,0.99763256,0.49989384,0.9977977,0.9998498,0.9982463,0.9978205,0.16194645,0.0034124851,0.9998231,0.99789035,0.99865806,0.99794567,0.9997238,0.999702,0.4528818,0.9967036,0.9996036,0.9900659,0.99997795,0.0035371482,0.97744197
0.99391735,0.99987376,0.9974389,0.9999202,0.93679464,0.0006814897,0.00081160665,0.99981266,0.99698263,0.9999449,0.84212613,0.99410474,0.99971116,0.9998158,0.99672693,0.9963287,0.9911803,0.0295704,0.79994786,0.98545885,0.99999976,0.99963796,0.9996886,0.99961305,0.98345625,0.99289286,0.99999005,0.9993526,0.8499146,0.99815,0.9974584,0.9998559,0.9997088,0.9997584,0.9972607,0.99196625,0.9999794,0.9977598,0.995697,0.9979888,0.99998385,0.99902916,0.99189353,0.99994856,0.99947554,0.9875289,0.99530363,0.93058205,0.99929553,0.016611755,0.007507473,0.99999094,0.9980707,0.99975157,0.9998977,0.9970639,0.9999104,0.9996655,0.98111796,0.996438,0.9998193,0.9891596,0.0032207668,0.5662937
0.9975946,0.9562945,0.967082,0.99926925,0.0050891936,0.00021219254,0.9952743,0.9719347,0.99977654,0.9849986,0.982265,0.99072415,0.98883426,0.9998462,0.9988646,0.9947275,0.99915266,0.020599008,0.0024538338,0.993901,0.999982,0.9999468,0.96961987,0.99838835,0.9978806,0.8587174,0.9997323,0.9993905,0.9759802,0.9843059,0.97349125,0.96949464,0.99734414,0.9999807,0.996631,0.98988485,0.9999546,0.99994874,0.97997123,0.9773371,0.98771286,0.9996617,0.99982905,0.99587536,0.999184,0.9730871,0.8901923,0.99978364,0.9979686,0.0099544525,0.009643465,0.9785645,0.993132,0.99982977,0.999454,0.9998568,0.9991341,0.999536,0.9894235,0.9957147,0.99909604,0.99986017,0.021791697,0.0658811
0.9982517,0.95823133,0.9983536,0.063058436,0.042651296,0.99999285,0.9991852,0.19428778,0.9865372,0.823058,0.930062,0.99807185,0.9981881,0.823205,0.99345064,0.9911561,0.9601995,0.99729455,0.0044909716,0.0027978122,0.99998355,0.99171185,0.99755156,0.9907994,0.63279796,0.9970473,0.9999392,0.99983716,0.9093233,0.4179325,0.0758664,0.035302162,0.035831034,0.01440832,0.084885865,0.4921485,0.004597038,0.049439162,0.06245926,0.011909425,0.23166767,0.9739192,0.9668076,0.999066,0.976429,0.99999994,0.9969226,0.9813391,0.99949276,0.06946379,0.120687366,0.99967957,0.9996657,0.9952282,0.9994266,0.9975939,0.9998318,0.9997556,0.9999503,0.99990326,0.9913646,0.99314165,0.01307404,0.032707125
0.98278993,0.9891212,0.99406755,0.0015473366,0.0053453743,0.97378683,0.9992099,0.99960077,0.999328,0.9657526,0.97957903,0.96811944,0.999859,0.99908257,0.9988663,0.99991316,0.9999257,0.95076954,0.07300466,0.0085246265,0.99915653,0.9999141,0.9989724,0.9627391,0.93917346,0.99839985,0.67465246,0.0026559532,0.009037018,0.0067453384,0.008174896,0.0032111406,0.55298644,0.55281633,0.4470707,0.3041528,0.1393387,0.033465773,0.44246772,0.013101727,0.006707728,0.011421353,0.40629452,0.9999882,0.99951154,0.9687133,0.9883144,0.98878473,0.9985994,0.82952225,0.33085918,0.99903595,0.99882287,0.99362755,0.9923992,0.9935138,0.9788457,0.9927377,0.97762024,0.9994513,0.9758775,0.9811928,0.43522006,0.0006584227
0.9988936,0.99970555,0.9986648,0.001316458,0.009297937,0.97969913,0.9849497,0.9999906,0.999033,0.98632264,0.99795693,0.9999668,0.99982846,0.9889651,0.9997087,0.99974096,0.99888235,0.99886566,0.98972607,0.92954624,0.94359803,0.9906832,0.9982816,0.20027417,0.008084625,0.08217144,0.0042769313,0.011528313,0.22479641,0.35554376,0.9999279,0.98454434,0.97855735,0.98255277,0.9978495,0.9719237,0.9933543,0.9989952,0.9984885,0.99401,0.9945296,0.050246656,0.9771346,0.026960224,0.99647105,0.6687221,0.99158996,0.9957004,0.8293177,0.005833447,0.9985192,0.99844134,0.999953,0.9859766,0.13462058,0.99562305,0.9983566,0.9995335,0.99981856,0.9997889,0.9955671,0.97083145,0.998125,0.035104692
0.9998325,0.98352337,0.5977124,0.05457306,0.5732591,0.9898342,0.97836363,0.9992121,0.99995667,0.9982238,0.9786168,0.9948622,0.99981797,0.9944253,0.9987847,0.9958074,0.9993813,0.9997345,0.9999823,0.724541,0.021394968,0.09310466,0.0022145808,0.010115594,0.009937227,0.8153163,0.9804951,0.94833404,0.96365297,0.990424,0.9813414,0.99768686,0.99944425,0.99513006,0.99270403,0.99926734,0.999898,0.9921922,0.99775624,0.99983305,0.9904245,0.9999348,0.9984039,0.90272874,0.023041904,0.003229797,0.0057546794,0.71413827,0.9322285,0.53557944,0.94043183,0.99936616,0.9975572,0.99289453,0.9996668,0.997149,0.96739995,0.96552587,0.99564934,0.99086094,0.99936444,0.9653879,0.99961966,0.005695015
0.9993851,0.99383014,0.2341212,0.011468917,0.9860589,0.9995641,0.98641145,0.99614733,0.9845415,0.9896192,0.986441,0.9930256,0.99912727,0.9983407,0.9892328,0.9158656,0.6111275,0.93734765,5.811453e-06,0.008342296,0.8611339,0.9009578,0.7763845,0.9795216,0.9998851,0.9998799,0.96471155,0.97624147,0.99887824,0.9965404,0.9927325,0.99920684,0.9880079,0.99867547,0.9995328,0.9762033,0.99535847,0.9948052,0.99670106,0.9828532,0.9828871,0.9995971,0.9961188,0.9913772,0.99809575,0.9489914,0.13375181,0.007069528,0.00037965178,0.0007172525,0.9999645,0.99470043,0.99997675,0.9997215,0.99953485,0.9987587,0.9996803,0.99231315,0.9998455,0.97217965,0.9997989,0.99919224,0.5889122,0.0068539083
0.98175776,0.9706218,0.17379773,0.0070039034,0.50110966,0.9885017,0.99005485,0.9961462,0.99649704,0.99649024,0.9997041,0.9996419,0.99558043,0.99412614,0.29698688,0.0010316074,0.004180163,0.021482646,0.011779338,0.21031576,0.9980924,0.9995776,0.9957183,0.9870195,0.9483117,0.9953139,0.9641223,0.97106695,0.9966955,0.9803023,0.99908316,0.99612045,0.9882927,0.9996829,0.9999108,0.9992794,0.9643295,0.9969566,0.99955237,0.9932239,0.96903336,0.98008454,0.9788444,0.99907184,0.99920046,0.9997195,0.9999684,0.7034783,0.0020962358,0.19637674,0.9992546,0.99995565,0.9973038,0.9993975,0.9999654,0.99989736,0.9999713,0.9998989,0.9993344,0.9999298,0.99991626,0.098506,0.09037888,0.0073645115
0.9985979,0.97660327,0.75155795,0.005551368,0.9849403,0.99797034,0.99688685,0.9988631,0.9978472,0.7191406,0.99145687,0.99762857,0.70965487,0.023930252,0.010555923,0.031864166,0.1715917,0.98728615,0.99223113,0.99755776,0.9999988,0.9998926,0.11392954,0.96195376,0.9851678,0.99389124,0.9914185,0.9682518,0.9993346,0.9997063,0.9982947,0.9799127,0.980487,0.9481451,0.9998471,0.99922633,0.9930488,0.99982494,0.99902844,0.99992394,0.9988365,0.9978199,0.97430164,0.9983153,0.99234366,0.9588722,0.9997751,0.9668587,0.9986265,0.16559786,0.99525774,0.9986285,0.99997616,0.9958652,0.9954198,0.9929143,0.99507165,0.9953462,0.99972034,0.99952495,0.010137588,0.0048515797,0.0010828972,0.9112387
